DTXSID,Preferred_Name,CASRN,InChIKey,IUPAC_Name,SMILES,InChI_String,Molecular_Formula,Average_Mass,Monoisotopic_Mass,QC_Level,ToxCast_Active_Count,Total_Assays,ToxCast_Active_Percent,Is_ToxCast_Active,rdkit_mol_cache,ROMol,Valid_SMILES,F_Count,F_Percentage,MW_RDKit,Rotatable_Bonds,H_Acceptors,H_Donors,Ring_Count,Aromatic_Rings,C_Count,Chain_Length,CF_Bonds,f_to_c_ratio,avg_f_per_c,Is_Aromatic,Has_Rings,Is_Cyclic,Is_Branched,Has_Fluorine,Chain_Category
DTXSID40882827,"3-[((Perfluorooctyl)ethyl)sulfonyl]amino-N,N,N-trimethyl-1-propanaminium 4-methylbenzenesulfonate",438237-77-5,WOGMXPXGKNGVJM-UHFFFAOYSA-M,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecane-1-sulfonyl)amino]-N,N,N-trimethylpropan-1-aminium 4-methylbenzene-1-sulfonate",CC1=CC=C(C=C1)S([O-])(=O)=O.C[N+](C)(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C16H20F17N2O2S.C7H8O3S/c1-35(2,3)7-4-6-34-38(36,37)8-5-9(17,18)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)33;1-6-2-4-7(5-3-6)11(8,9)10/h34H,4-8H2,1-3H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1",C23H27F17N2O5S2,798.57,798.108993,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968ee30>,<rdkit.Chem.rdchem.Mol object at 0x1796feea0>,True,17,22.36842105263158,798.1089937040007,19,5,1,1,1,23,100000000,17,0.7391304347826086,0.7391304347826086,True,True,False,True,True,Long
DTXSID40882983,"Perfluoro-N-(perfluoroethyl)sulfonylethanesulfonamide  compd. with N,N-diethylethanamine (1:1)",188596-18-1,AGUUDALNHFNOEH-UHFFFAOYSA-N,"1,1,2,2,2-Pentafluoro-N-(pentafluoroethanesulfonyl)ethane-1-sulfonamide--N,N-diethylethanamine (1/1)",CCN(CC)CC.FC(F)(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)C(F)(F)F,"InChI=1S/C6H15N.C4HF10NO4S2/c1-4-7(5-2)6-3;5-1(6,7)3(11,12)20(16,17)15-21(18,19)4(13,14)2(8,9)10/h4-6H2,1-3H3;15H",C10H16F10N2O4S2,482.35,482.039181,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968eea0>,<rdkit.Chem.rdchem.Mol object at 0x1796fee30>,True,10,22.727272727272727,482.03918119200046,10,5,1,0,0,10,100000000,10,1.0,1.0,False,False,False,True,True,Long
DTXSID40883379,"Trichloro(1,1,2,3,3,3-hexafluoropropyl)silane",426-50-6,RQPZGJMUMIAPLX-UHFFFAOYSA-N,"Trichloro(1,1,2,3,3,3-hexafluoropropyl)silane",FC(C(F)(F)F)C(F)(F)[Si](Cl)(Cl)Cl,"InChI=1/C3HCl3F6Si/c4-13(5,6)3(11,12)1(7)2(8,9)10/h1H",C3HCl3F6Si,285.47,283.881729,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968ef10>,<rdkit.Chem.rdchem.Mol object at 0x1796fedc0>,True,6,42.857142857142854,283.88172892200004,2,0,0,0,0,3,2,6,2.0,2.0,False,False,False,True,True,Very Short
DTXSID40883576,Hexafluoro-2-methyl-2-propanol,1515-14-6,FQDXJYBXPOMIBX-UHFFFAOYSA-N,"1,1,1,3,3,3-Hexafluoro-2-methylpropan-2-ol",CC(O)(C(F)(F)F)C(F)(F)F,"InChI=1S/C4H4F6O/c1-2(11,3(5,6)7)4(8,9)10/h11H,1H3",C4H4F6O,182.065,182.016634,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968ef80>,<rdkit.Chem.rdchem.Mol object at 0x1796fed50>,True,6,40.0,182.016634068,2,1,1,0,0,4,2,6,1.5,1.5,False,False,False,True,True,Very Short
DTXSID40883819,"N,N',N''-(Phosphinylidynetris(oxyethane-2,1-diyl))tris(N-ethylheptadecafluorooctane-1-sulphonamide)",2250-98-8,IIDCKPVDJNZQHD-UHFFFAOYSA-N,"Tris{2-[ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)amino]ethyl} phosphate",CCN(CCOP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C36H27F51N3O10PS3/c1-4-88(102(92,93)34(82,83)28(67,68)22(55,56)16(43,44)13(37,38)19(49,50)25(61,62)31(73,74)75)7-10-98-101(91,99-11-8-89(5-2)103(94,95)35(84,85)29(69,70)23(57,58)17(45,46)14(39,40)20(51,52)26(63,64)32(76,77)78)100-12-9-90(6-3)104(96,97)36(86,87)30(71,72)24(59,60)18(47,48)15(41,42)21(53,54)27(65,66)33(79,80)81/h4-12H2,1-3H3",C36H27F51N3O10PS3,1757.7,1756.978181,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968eff0>,<rdkit.Chem.rdchem.Mol object at 0x1796fece0>,True,51,38.93129770992366,1756.9781829140006,42,10,0,0,0,36,26,51,1.4166666666666667,1.4166666666666667,False,False,False,True,True,Long
DTXSID40884129,"2-(Chlorodifluoromethyl)-2,3,3-trifluoro-Oxirane",5068-87-1,YMAFMCIPUPVXCB-UHFFFAOYSA-N,"2-[Chloro(difluoro)methyl]-2,3,3-trifluorooxirane",FC(F)(Cl)C1(F)OC1(F)F,"InChI=1/C3ClF5O/c4-2(6,7)1(5)3(8,9)10-1",C3ClF5O,182.47,181.955783,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f060>,<rdkit.Chem.rdchem.Mol object at 0x1796fec70>,True,5,50.0,181.9557834,1,1,0,1,0,3,2,5,1.6666666666666667,1.6666666666666667,False,True,False,True,True,Very Short
DTXSID40888965,"Methylium, triphenyl-, tetrakis(2,3,4,5,6-pentafluorophenyl)borate(1-) (1:1)",136040-19-2,TZOSNOQHGGONMD-UHFFFAOYSA-N,Triphenylmethylium tetrakis(pentafluorophenyl)borate(1-),C1=CC=C(C=C1)[C+](C1=CC=CC=C1)C1=CC=CC=C1.FC1=C(F)C(F)=C(C(F)=C1F)[B-](C1=C(F)C(F)=C(F)C(F)=C1F)(C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,"InChI=1S/C24BF20.C19H15/c26-5-1(6(27)14(35)21(42)13(5)34)25(2-7(28)15(36)22(43)16(37)8(2)29,3-9(30)17(38)23(44)18(39)10(3)31)4-11(32)19(40)24(45)20(41)12(4)33;1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h;1-15H/q-1;+1",C43H15BF20,922.37,922.094744,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f0d0>,<rdkit.Chem.rdchem.Mol object at 0x1796fec00>,True,20,25.31645569620253,922.0947452800004,7,0,0,7,7,43,100000000,20,0.46511627906976744,0.46511627906976744,True,True,False,True,True,Long
DTXSID40889038,"1,3-Dioxole, 2,2,4-trifluoro-5-(trifluoromethoxy)-",161611-74-1,JSGITCLSCUKHFW-UHFFFAOYSA-N,"2,2,4-Trifluoro-5-(trifluoromethoxy)-2H-1,3-dioxole",FC1=C(OC(F)(F)F)OC(F)(F)O1,"InChI=1S/C4F6O3/c5-1-2(12-3(6,7)8)13-4(9,10)11-1",C4F6O3,210.031,209.975163,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f140>,<rdkit.Chem.rdchem.Mol object at 0x1796feb90>,True,6,46.15384615384615,209.97516318,1,3,0,1,0,4,4,6,1.5,1.5,False,True,False,True,True,Short
DTXSID40889179,"3-Methyl-3-[(2,2,3,3,3-pentafluoropropoxy)methyl]-oxetane",449177-94-0,WTXTVOBDAYMETL-UHFFFAOYSA-N,"3-Methyl-3-[(2,2,3,3,3-pentafluoropropoxy)methyl]oxetane",CC1(COCC(F)(F)C(F)(F)F)COC1,"InChI=1S/C8H11F5O2/c1-6(2-14-3-6)4-15-5-7(9,10)8(11,12)13/h2-5H2,1H3",C8H11F5O2,234.166,234.06792,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f1b0>,<rdkit.Chem.rdchem.Mol object at 0x1796feb20>,True,5,19.230769230769234,234.067920692,5,2,0,1,0,8,6,5,0.625,0.625,False,True,False,True,True,Medium
DTXSID40891136,6:2 Fluorotelomer sulfonate barium salt,1807944-82-6,LSLFIFGVAIGMMD-UHFFFAOYSA-L,"Barium bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonate)",[Ba++].[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/2C8H5F13O3S.Ba/c2*9-3(10,1-2-25(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21;/h2*1-2H2,(H,22,23,24);/q;;+2/p-2",C16H8BaF26O6S2,991.64,991.83996,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f220>,<rdkit.Chem.rdchem.Mol object at 0x1796feab0>,True,26,44.06779661016949,991.8399608960003,14,6,0,0,0,16,100000000,26,1.625,1.625,False,False,False,True,True,Long
DTXSID40891737,"1,3,3,4,5,5-Hexafluorocyclopentene",1006-02-6,GZPSNAONUGNAKA-UHFFFAOYSA-N,"1,3,3,4,5,5-Hexafluorocyclopent-1-ene",FC1C(F)(F)C=C(F)C1(F)F,"InChI=1/C5H2F6/c6-2-1-4(8,9)3(7)5(2,10)11/h1,3H",C5H2F6,176.061,176.006069,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f290>,<rdkit.Chem.rdchem.Mol object at 0x1796fea40>,True,6,46.15384615384615,176.006069384,0,0,0,1,0,5,2,6,1.2,1.2,False,True,False,True,True,Very Short
DTXSID40892264,"2‐{[3‐(1,1,2,2-Tetrafluoroethoxy)perfluoropropan‐2‐yl]oxy}perfluoroethane‐1‐sulfonic acid",NOCAS_892264,AMJITZIMZIPWMJ-UHFFFAOYSA-N,"1,1,2,2-Tetrafluoro-2-{[1,1,1,2,3,3-hexafluoro-3-(1,1,2,2-tetrafluoroethoxy)propan-2-yl]oxy}ethane-1-sulfonic acid",OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)F,"InChI=1/C7H2F14O5S/c8-1(9)2(10,11)25-5(16,17)3(12,4(13,14)15)26-6(18,19)7(20,21)27(22,23)24/h1H,(H,22,23,24)",C7H2F14O5S,464.13,463.939939,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f300>,<rdkit.Chem.rdchem.Mol object at 0x1796fe9d0>,True,14,48.275862068965516,463.9399392440001,9,5,1,0,0,7,7,14,2.0,2.0,False,False,False,True,True,Long
DTXSID40892300,"rel-(3R,4R)-1,1,1,2,2,3,4,5,5,5-Decafluoropentane",142347-07-7,RIQRGMUSBYGDBL-DLDCVFTPNA-N,"(3R,4R)-1,1,1,2,2,3,4,5,5,5-Decafluoropentane",F[C@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1/C5H2F10/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15/h1-2H/t1-,2-/s2",C5H2F10,252.055,251.999682,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f370>,<rdkit.Chem.rdchem.Mol object at 0x1796fe960>,True,10,58.82352941176471,251.999682264,2,0,0,0,0,5,4,10,2.0,2.0,False,False,False,True,True,Short
DTXSID40892325,2-(Perfluorodecyl)ethanoic acid,53826-13-4,IKHNVATUHWDNGI-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecanoic acid",OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H3F21O2/c13-3(14,1-2(34)35)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)11(29,30)12(31,32)33/h1H2,(H,34,35)",C12H3F21O2,578.12,577.979771,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f3e0>,<rdkit.Chem.rdchem.Mol object at 0x1796fe8f0>,True,21,55.26315789473685,577.9797719560001,10,2,1,0,0,12,11,21,1.75,1.75,False,False,False,True,True,Long
DTXSID40892365,"Ethyl 3,3,3-trifluoro-2-(nonafluorobutoxy)-2-(trifluoromethyl)propanoate",38012-79-2,YEGUKKOBKQJFAB-UHFFFAOYSA-N,"Ethyl 3,3,3-trifluoro-2-(nonafluorobutoxy)-2-(trifluoromethyl)propanoate",CCOC(=O)C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C10H5F15O3/c1-2-27-3(26)4(7(15,16)17,8(18,19)20)28-10(24,25)6(13,14)5(11,12)9(21,22)23/h2H2,1H3",C10H5F15O3,458.123,457.999916,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f450>,<rdkit.Chem.rdchem.Mol object at 0x1796fe880>,True,15,45.45454545454545,457.9999173200001,7,3,0,0,0,10,9,15,1.5,1.5,False,False,False,True,True,Long
DTXSID40892441,"Perfluoro(2,5,8,10-tetramethyl-3,6,9-trioxaundecanoic) acid",1212077-14-9,WGZYEJQZCIIECH-UHFFFAOYSA-N,"2,3,3,3-Tetrafluoro-2-(1,1,2,3,3,3-hexafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]propoxy}propoxy)propanoic acid",OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,"InChI=1/C12HF23O5/c13-2(1(36)37,6(17,18)19)38-11(32,33)5(16,10(29,30)31)40-12(34,35)4(15,9(26,27)28)39-3(14,7(20,21)22)8(23,24)25/h(H,36,37)",C12HF23O5,662.098,661.945671,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f4c0>,<rdkit.Chem.rdchem.Mol object at 0x1796fe810>,True,23,56.09756097560976,661.9456721920001,9,5,1,0,0,12,10,23,1.9166666666666667,1.9166666666666667,False,False,False,True,True,Long
DTXSID40892446,"5-Trifluoromethylperfluoro-3,6-dioxanonane",66804-94-2,JFTQGIOLLLWQSI-UHFFFAOYSA-N,"1,1,1,2,2,3,3-Heptafluoro-3-{[1,1,1,2,3,3-hexafluoro-3-(pentafluoroethoxy)propan-2-yl]oxy}propane",FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1/C8F18O2/c9-1(10,3(12,13)14)6(21,22)27-2(11,4(15,16)17)7(23,24)28-8(25,26)5(18,19)20",C8F18O2,470.057,469.961086,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f530>,<rdkit.Chem.rdchem.Mol object at 0x1796fe7a0>,True,18,64.28571428571429,469.9610872,6,2,0,0,0,8,8,18,2.25,2.25,False,False,False,True,True,Long
DTXSID40892481,Perfluorodecanoate,73829-36-4,PCIUEQPBYFRTEM-UHFFFAOYSA-M,Nonadecafluorodecanoate,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10HF19O2/c11-2(12,1(30)31)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)29/h(H,30,31)/p-1",C10F19O2,513.078,512.960038,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f5a0>,<rdkit.Chem.rdchem.Mol object at 0x1796fe730>,True,19,61.29032258064516,512.96003899991,8,2,0,0,0,10,9,19,1.9,1.9,False,False,False,True,True,Long
DTXSID40892486,Perfluorooctanoate,45285-51-6,SNGREZUHAYWORS-UHFFFAOYSA-M,Pentadecafluorooctanoate,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8HF15O2/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H,24,25)/p-1",C8F15O2,413.063,412.966425,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f610>,<rdkit.Chem.rdchem.Mol object at 0x1796fe6c0>,True,15,60.0,412.96642611991,6,2,0,0,0,8,7,15,1.875,1.875,False,False,False,True,True,Long
DTXSID40892507,11-Chloroperfluoro-3-oxaundecanesulfonic acid,763051-92-9,SZVGIJOITCPDPM-UHFFFAOYSA-N,"2-[(8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctyl)oxy]-1,1,2,2-tetrafluoroethane-1-sulfonic acid",OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"InChI=1S/C10HClF20O4S/c11-7(24,25)5(20,21)3(16,17)1(12,13)2(14,15)4(18,19)6(22,23)8(26,27)35-9(28,29)10(30,31)36(32,33)34/h(H,32,33,34)",C10HClF20O4S,632.59,631.896471,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f680>,<rdkit.Chem.rdchem.Mol object at 0x1796fe650>,True,20,54.054054054054056,631.8964715920001,12,4,1,0,0,10,10,20,2.0,2.0,False,False,False,True,True,Long
DTXSID40892527,4:2 Fluorotelomer thioether amido sulfonate,1432486-88-8,VIHJAWYQCFERKN-UHFFFAOYSA-M,"2-Methyl-2-{3-[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)sulfanyl]propanamido}propane-1-sulfonate",CC(C)(CS([O-])(=O)=O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C13H18F9NO4S2/c1-9(2,7-29(25,26)27)23-8(24)3-5-28-6-4-10(14,15)11(16,17)12(18,19)13(20,21)22/h3-7H2,1-2H3,(H,23,24)(H,25,26,27)/p-1",C13H17F9NO4S2,486.39,486.046077,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f6f0>,<rdkit.Chem.rdchem.Mol object at 0x1796fe5e0>,True,9,19.565217391304348,486.04607758391046,13,5,1,0,0,13,12,9,0.6923076923076923,0.6923076923076923,False,False,False,True,True,Long
DTXSID40892547,N-[3-(Dimethylamino)propyl]-N-[(pentadecafluoroheptyl)sulfonyl]-beta-alanine,1432486-91-3,AFBMPICOPALERX-UHFFFAOYSA-N,"N-[3-(Dimethylamino)propyl]-N-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulfonyl)-beta-alanine",CN(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C15H17F15N2O4S/c1-31(2)5-3-6-32(7-4-8(33)34)37(35,36)15(29,30)13(24,25)11(20,21)9(16,17)10(18,19)12(22,23)14(26,27)28/h3-7H2,1-2H3,(H,33,34)",C15H17F15N2O4S,606.35,606.066951,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f760>,<rdkit.Chem.rdchem.Mol object at 0x1796fe570>,True,15,27.77777777777778,606.0669513240005,16,5,1,0,0,15,13,15,1.0,1.0,False,False,False,True,True,Long
DTXSID40892567,5:2 Fluorotelomer carboxylic acid,889944-77-8,KDHKNZMUAYFSHV-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,7-Undecafluoroheptanoic acid",OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C7H3F11O2/c8-3(9,1-2(19)20)4(10,11)5(12,13)6(14,15)7(16,17)18/h1H2,(H,19,20)",C7H3F11O2,328.081,327.995739,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f7d0>,<rdkit.Chem.rdchem.Mol object at 0x1796fe500>,True,11,47.82608695652174,327.9957397560001,5,2,1,0,0,7,6,11,1.5714285714285714,1.5714285714285714,False,False,False,True,True,Medium
DTXSID40895699,4-Bromo-2-(heptafluoropropyl)pyridine,1816283-37-0,FAFCPUVROCRVGD-UHFFFAOYSA-N,4-Bromo-2-(heptafluoropropyl)pyridine,FC(F)(F)C(F)(F)C(F)(F)C1=CC(Br)=CC=N1,"InChI=1S/C8H3BrF7N/c9-4-1-2-17-5(3-4)6(10,11)7(12,13)8(14,15)16/h1-3H",C8H3BrF7N,326.012,324.933709,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f840>,<rdkit.Chem.rdchem.Mol object at 0x1796fe490>,True,7,35.0,324.93370873600014,2,1,0,1,1,8,6,7,0.875,0.875,True,True,False,True,True,Medium
DTXSID40895710,1-(Heptafluoropropyl)isoquinoline,70414-12-9,CRZJFNOYZUCWPJ-UHFFFAOYSA-N,1-(Heptafluoropropyl)isoquinoline,FC(F)(F)C(F)(F)C(F)(F)C1=C2C=CC=CC2=CC=N1,"InChI=1S/C12H6F7N/c13-10(14,11(15,16)12(17,18)19)9-8-4-2-1-3-7(8)5-6-20-9/h1-6H",C12H6F7N,297.176,297.038846,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f8b0>,<rdkit.Chem.rdchem.Mol object at 0x1796fe420>,True,7,26.923076923076923,297.0388467320002,2,1,0,2,2,12,7,7,0.5833333333333334,0.5833333333333334,True,True,False,True,True,Long
DTXSID40895715,"N,N-Dibutyl-2,2,3,3,4,4,4-heptafluorobutanamide",120219-46-7,SSLBWWFVNPTUPO-UHFFFAOYSA-N,"N,N-Dibutyl-2,2,3,3,4,4,4-heptafluorobutanamide",CCCCN(CCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H18F7NO/c1-3-5-7-20(8-6-4-2)9(21)10(13,14)11(15,16)12(17,18)19/h3-8H2,1-2H3",C12H18F7NO,325.271,325.127661,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f920>,<rdkit.Chem.rdchem.Mol object at 0x1796fe3b0>,True,7,17.94871794871795,325.1276617360005,10,1,0,0,0,12,8,7,0.5833333333333334,0.5833333333333334,False,False,False,True,True,Long
DTXSID40895730,"1,3-Bis[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]propan-2-ol",384828-83-5,KFFIJCKFHFFBBZ-UHFFFAOYSA-N,"1,3-Bis[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]propan-2-ol",OC(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C15H14F18O3/c16-8(17,10(20,21)12(24,25)14(28,29)30)1-3-35-5-7(34)6-36-4-2-9(18,19)11(22,23)13(26,27)15(31,32)33/h7,34H,1-6H2",C15H14F18O3,584.245,584.065551,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968f990>,<rdkit.Chem.rdchem.Mol object at 0x1796fe340>,True,18,36.0,584.0655522680004,15,3,1,0,0,15,16,18,1.2,1.2,False,False,False,True,True,Long
DTXSID40895735,"1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl heptafluorobutanoate",922168-38-5,NIYMBGWRZNLLKB-UHFFFAOYSA-N,"1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl heptafluorobutanoate",FC(F)(F)C(F)(F)C(F)(F)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C8F16O2/c9-2(10,4(11,12)8(22,23)24)1(25)26-3(5(13,14)15,6(16,17)18)7(19,20)21",C8F16O2,432.06,431.96428,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968fa00>,<rdkit.Chem.rdchem.Mol object at 0x1796fe2d0>,True,16,61.53846153846154,431.96428076,3,2,0,0,0,8,6,16,2.0,2.0,False,False,False,True,True,Medium
DTXSID40895750,Prop-2-en-1-yl pentadecafluorooctanoate,20120-44-9,DNFFZVPOFBBNHH-UHFFFAOYSA-N,Prop-2-en-1-yl pentadecafluorooctanoate,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC=C,"InChI=1S/C11H5F15O2/c1-2-3-28-4(27)5(12,13)6(14,15)7(16,17)8(18,19)9(20,21)10(22,23)11(24,25)26/h2H,1,3H2",C11H5F15O2,454.135,454.005002,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968fa70>,<rdkit.Chem.rdchem.Mol object at 0x1796fe260>,True,15,45.45454545454545,454.0050027000001,8,2,0,0,0,11,11,15,1.3636363636363635,1.3636363636363635,False,False,False,True,True,Long
DTXSID40895755,"4-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]phenol",129560-98-1,RSYKFXGHVDVTCH-UHFFFAOYSA-N,"4-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]phenol",OC1=CC=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,"InChI=1S/C12H9F9O2/c13-9(14,10(15,16)11(17,18)12(19,20)21)5-6-23-8-3-1-7(22)2-4-8/h1-4,22H,5-6H2",C12H9F9O2,356.188,356.045883,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968fae0>,<rdkit.Chem.rdchem.Mol object at 0x1796fe1f0>,True,9,28.125,356.04588350800026,7,2,1,1,1,12,10,9,0.75,0.75,True,True,False,True,True,Long
DTXSID40895811,"1,1-Difluoroethene with 1,1,2,3,3,3-hexafluoro-1-propene (1:1)",1184966-74-2,OQMIRQSWHKCKNJ-UHFFFAOYSA-N,"1,1-Difluoroethene--1,1,2,3,3,3-hexafluoroprop-1-ene (1/1)",FC(F)=C.FC(F)=C(F)C(F)(F)F,"InChI=1S/C3F6.C2H2F2/c4-1(2(5)6)3(7,8)9;1-2(3)4/h;1H2",C5H2F8,214.058,214.002875,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x17968fb50>,<rdkit.Chem.rdchem.Mol object at 0x1796fe180>,True,8,53.333333333333336,214.002875824,0,0,0,0,0,5,100000000,8,1.6,1.6,False,False,False,True,True,Long
